66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
9 29 36 48 52 58 60 (2631)
5 36 48 52 56 58 60 (2561)
7 9 29 36 40 58 60 (2598)
9 29 36 48 52 58 62 (2525)
5 36 48 52 56 58 62 (2508)
7 9 29 36 40 58 62 (2522)
3 29 34 40 48 52 58 (2509)
7 29 34 40 48 56 62 (2500)
7 34 40 48 52 58 60 (2690)
9 29 36 48 52 58 66 (2528)
7 34 40 48 52 58 62 (2599)
7 29 34 40 48 56 60 (2558)
36 40 48 52 56 60 66 (2644)
36 48 52 56 58 60 62 (2683)
5 36 40 48 52 58 66 (2626)
29 40 52 56 60 62 66 (2728)
36 40 48 52 56 60 62 (2669)
5 7 29 34 40 56 62 (2553)
36 48 52 56 58 60 66 (2666)
5 36 40 48 52 58 62 (2626)
5 29 34 52 56 58 62 (2647)
5 29 34 52 56 58 60 (2681)
7 29 34 52 60 62 66 (2646)
29 34 40 52 56 62 66 (2623)
34 48 52 56 58 60 62 (2579)
29 40 48 56 58 62 66 (2585)
9 29 34 40 58 60 62 (2588)
7 25 36 52 58 60 66 (2523)
5 29 34 52 56 58 66 (2590)
7 29 34 40 48 56 58 (2581)
5 7 29 34 40 56 60 (2581)
5 7 36 58 60 62 66 (2519)
5 34 36 52 56 60 62 (2510)
29 34 52 56 60 62 66 (2635)
29 34 48 52 56 60 62 (2575)
29 34 48 52 56 60 66 (2573)
5 7 29 52 58 62 66 (2603)
7 36 52 56 58 62 66 (2556)
7 36 48 52 60 62 66 (2592)
3 5 7 29 40 52 60 (2505)
3 29 52 58 60 62 66 (2582)
29 36 40 52 58 62 66 (2761)
34 36 40 48 56 60 66 (2535)
25 34 36 48 52 58 60 (2555)
34 36 40 48 56 60 62 (2546)
7 34 36 52 58 60 62 (2653)
34 36 48 52 56 60 62 (2553)
7 34 36 52 58 60 66 (2670)
34 36 48 52 56 60 66 (2551)
34 40 56 58 60 62 66 (2632)
7 48 56 58 60 62 66 (2510)
3 5 7 29 40 52 58 (2538)
7 29 36 48 58 62 66 (2599)
25 29 36 40 48 58 62 (2581)
29 34 36 48 60 62 66 (2588)
7 29 36 40 48 62 66 (2584)
25 29 36 40 48 58 66 (2569)
5 7 34 40 58 62 66 (2531)
29 34 48 52 58 60 66 (2724)
7 9 29 40 52 60 66 (2572)
3 29 36 40 52 56 62 (2516)
29 34 40 48 52 60 62 (2681)
29 34 48 52 58 60 62 (2693)
7 9 29 40 52 60 62 (2574)
3 29 36 40 52 56 60 (2549)
7 36 40 48 56 58 60 (2660)
5 29 40 48 52 58 66 (2648)
7 36 40 48 56 58 62 (2598)
5 7 29 40 48 60 62 (2524)
5 7 29 40 48 60 66 (2553)
5 34 40 56 60 62 66 (2514)
5 34 36 40 52 56 62 (2543)
5 34 36 40 52 56 60 (2571)
7 29 36 56 60 62 66 (2557)
7 36 40 48 56 58 66 (2551)
34 36 48 52 58 60 66 (2702)
5 29 34 48 52 56 60 (2519)
5 7 34 36 58 60 62 (2531)
5 7 29 48 58 60 62 (2537)
5 29 48 52 56 58 66 (2506)
34 36 48 52 58 60 62 (2671)
9 29 40 56 58 60 66 (2567)
5 29 40 48 52 58 60 (2724)
9 29 40 56 58 60 62 (2600)
5 7 34 36 58 60 66 (2550)
5 29 40 48 52 58 62 (2645)
3 7 29 34 52 58 60 (2591)
9 40 48 52 56 58 60 (2522)
7 29 34 36 40 58 60 (2763)
5 34 36 40 52 56 58 (2614)
29 34 40 48 52 60 66 (2704)
3 7 29 34 52 58 62 (2519)
7 29 34 36 40 58 62 (2692)
29 34 36 40 52 62 66 (2644)
5 9 40 52 58 60 66 (2529)
3 7 29 34 52 58 66 (2504)
7 29 34 36 40 58 66 (2656)
5 7 36 52 60 62 66 (2508)
5 9 40 52 58 60 62 (2523)
7 29 48 52 60 62 66 (2614)
5 40 48 52 58 62 66 (2553)
5 29 36 48 52 62 66 (2536)
9 29 34 36 48 58 60 (2524)
5 29 48 52 56 58 60 (2582)
5 29 48 52 56 58 62 (2527)
3 7 29 40 60 62 66 (2503)
25 29 40 52 60 62 66 (2567)
5 7 34 40 58 60 66 (2629)
5 7 36 40 58 60 66 (2605)
9 29 34 52 56 60 62 (2503)
5 25 29 40 48 52 58 (2502)
5 7 36 40 58 60 62 (2593)
7 34 52 56 58 62 66 (2546)
34 36 48 58 60 62 66 (2592)
9 29 36 56 58 60 62 (2515)
5 34 40 52 56 62 66 (2509)
5 7 29 34 36 40 56 (2528)
5 7 29 34 36 40 58 (2664)
3 7 29 56 58 60 62 (2520)
5 34 40 56 58 62 66 (2514)
7 9 29 48 52 58 60 (2546)
5 7 29 34 36 40 60 (2621)
5 7 29 34 36 40 62 (2562)
34 36 40 48 58 62 66 (2580)
3 7 29 52 56 60 62 (2516)
9 29 34 56 58 60 62 (2508)
7 34 36 48 52 56 58 (2575)
7 34 36 48 52 56 60 (2551)
29 40 48 52 56 58 60 (2768)
5 36 40 52 56 60 62 (2562)
29 40 48 52 56 58 62 (2706)
36 40 48 52 56 62 66 (2562)
29 34 36 48 56 60 62 (2554)
9 29 36 40 48 60 62 (2504)
29 34 36 40 52 60 66 (2755)
29 34 36 48 56 60 66 (2552)
5 7 29 34 36 40 48 (2553)
5 29 40 48 52 56 62 (2515)
7 40 48 58 60 62 66 (2614)
5 29 40 48 52 56 60 (2564)
5 36 40 52 56 60 66 (2543)
29 34 36 40 52 60 62 (2747)
5 29 40 52 56 62 66 (2567)
5 40 48 52 58 60 66 (2652)
5 7 29 34 36 40 52 (2656)
5 29 40 48 52 56 58 (2587)
29 40 48 52 56 58 66 (2661)
36 40 48 56 58 62 66 (2567)
5 36 40 56 58 60 62 (2567)
9 29 36 52 56 60 62 (2510)
5 40 48 52 58 60 62 (2626)
5 7 34 40 58 60 62 (2617)
5 36 40 56 58 60 66 (2547)
5 7 36 52 58 62 66 (2508)
9 36 40 56 58 60 62 (2509)
5 7 34 52 58 62 66 (2533)
7 9 36 48 52 58 60 (2520)
7 29 36 40 56 60 66 (2625)
5 29 34 36 40 48 66 (2557)
5 7 29 36 40 62 66 (2504)
7 29 36 40 56 60 62 (2659)
5 29 34 36 40 48 62 (2554)
29 36 40 48 56 60 62 (2661)
5 40 56 58 60 62 66 (2576)
7 29 34 40 56 60 66 (2614)
7 29 36 48 52 56 58 (2697)
29 34 40 52 60 62 66 (2741)
7 29 34 40 56 60 62 (2639)
7 9 29 36 52 56 60 (2512)
7 29 34 48 52 56 58 (2599)
5 34 36 40 48 60 62 (2534)
40 48 52 56 58 62 66 (2588)
5 34 36 40 48 60 66 (2561)
5 40 52 58 60 62 66 (2701)
5 25 29 48 52 58 60 (2505)
7 29 34 40 52 62 66 (2634)
48 52 56 58 60 62 66 (2602)
7 29 36 40 52 62 66 (2650)
29 36 40 48 52 62 66 (2684)
29 34 48 52 60 62 66 (2605)
5 29 34 36 40 48 58 (2656)
7 9 29 40 48 52 58 (2541)
34 36 40 58 60 62 66 (2657)
5 29 34 36 40 48 56 (2504)
7 9 29 36 52 56 58 (2548)
5 29 34 36 40 48 52 (2648)
5 29 34 36 40 48 60 (2633)
7 9 29 40 48 52 60 (2525)
29 36 40 48 56 60 66 (2641)
9 36 40 52 56 60 62 (2504)
25 40 48 52 56 58 60 (2539)
7 29 52 56 58 62 66 (2649)
7 34 40 56 58 60 66 (2615)
3 29 40 48 52 58 66 (2530)
5 29 34 36 52 56 58 (2629)
7 25 29 36 52 58 60 (2632)
3 29 40 48 52 58 62 (2533)
3 29 40 48 52 58 60 (2616)
7 25 29 36 52 58 62 (2539)
7 34 40 56 58 60 62 (2641)
5 7 29 34 40 56 58 (2624)
3 7 29 36 48 52 60 (2541)
3 7 29 36 48 52 58 (2563)
7 29 48 52 56 60 66 (2592)
9 29 34 36 40 48 52 (2514)
7 29 48 52 56 60 62 (2602)
5 34 36 40 60 62 66 (2539)
7 29 36 52 56 62 66 (2552)
7 9 29 40 52 56 60 (2587)
7 29 48 56 58 60 62 (2607)
7 25 29 36 52 58 66 (2519)
7 9 29 40 52 56 62 (2539)
5 7 29 34 60 62 66 (2540)
9 29 34 36 40 48 58 (2521)
7 29 48 56 58 60 66 (2596)
7 29 34 52 56 62 66 (2544)
7 25 40 48 52 58 60 (2578)
7 29 40 52 56 60 66 (2717)
29 34 52 56 58 60 66 (2720)
7 29 40 52 56 60 62 (2751)
9 29 40 52 60 62 66 (2573)
25 29 36 56 58 60 62 (2504)
29 34 52 56 58 60 62 (2738)
5 34 40 48 52 56 58 (2528)
7 29 36 48 52 56 66 (2566)
7 29 34 48 52 56 62 (2507)
7 25 34 36 52 58 60 (2500)
7 9 29 40 52 56 58 (2623)
9 29 34 36 40 48 60 (2505)
7 29 34 48 52 56 60 (2575)
25 29 36 52 56 60 62 (2500)
7 29 40 56 58 60 62 (2756)
7 34 40 52 56 60 66 (2611)
7 29 36 48 52 56 62 (2600)
7 29 40 56 58 60 66 (2721)
7 29 36 48 52 56 60 (2673)
7 34 40 52 56 60 62 (2636)
5 34 40 48 52 56 60 (2505)
5 7 29 48 52 60 66 (2562)
5 29 34 40 60 62 66 (2632)
5 29 40 56 58 62 66 (2572)
3 7 52 56 58 60 62 (2516)
5 29 36 40 60 62 66 (2611)
7 9 36 40 52 56 58 (2526)
7 9 34 40 52 56 58 (2518)
5 7 29 48 52 60 62 (2526)
5 7 40 52 58 60 62 (2679)
9 29 40 48 52 56 58 (2533)
7 48 52 56 60 62 66 (2505)
7 36 52 56 58 60 62 (2675)
29 34 40 48 60 62 66 (2602)
5 7 40 52 58 60 66 (2691)
5 7 29 40 58 60 62 (2687)
7 36 52 56 58 60 66 (2646)
7 29 40 48 52 58 62 (2724)
7 29 40 48 52 58 60 (2824)
5 7 29 40 58 60 66 (2700)
7 34 36 40 56 60 66 (2519)
5 29 36 52 56 60 62 (2569)
3 7 29 34 36 58 60 (2505)
7 34 36 40 56 60 62 (2544)
25 36 40 56 58 60 62 (2502)
7 29 40 48 52 58 66 (2718)
5 29 34 52 56 60 62 (2603)
5 29 34 52 56 60 66 (2591)
9 40 48 52 58 60 62 (2528)
9 34 52 56 58 60 62 (2505)
9 40 52 58 60 62 66 (2577)
5 29 36 52 56 60 66 (2558)
9 40 48 52 58 60 66 (2537)
5 29 34 56 58 60 62 (2608)
5 29 36 56 58 60 66 (2562)
7 34 36 40 52 62 66 (2539)
5 29 40 52 60 62 66 (2697)
5 29 34 56 58 60 66 (2595)
29 40 48 56 60 62 66 (2585)
9 29 40 48 52 56 60 (2517)
3 29 36 48 52 56 58 (2507)
5 29 36 56 58 60 62 (2574)
9 29 34 36 52 56 58 (2532)
5 29 36 40 48 52 56 (2562)
5 29 36 40 48 52 58 (2722)
5 29 48 52 60 62 66 (2562)
7 40 48 52 58 62 66 (2603)
5 7 29 34 36 60 66 (2549)
25 29 34 36 40 48 52 (2547)
5 7 29 34 40 52 56 (2620)
3 7 29 40 52 60 62 (2593)
5 29 34 36 48 60 62 (2541)
9 34 36 48 52 58 60 (2518)
3 7 29 40 52 60 66 (2597)
5 29 34 36 48 60 66 (2575)
5 7 29 34 40 52 58 (2752)
5 34 36 40 48 52 66 (2552)
5 34 52 56 58 60 66 (2594)
29 34 40 48 52 56 66 (2552)
9 29 36 40 52 60 66 (2585)
3 7 36 48 52 58 60 (2541)
9 29 36 40 52 60 62 (2588)
29 34 40 48 52 56 60 (2645)
5 34 52 56 58 60 62 (2607)
25 29 34 36 40 48 58 (2554)
29 34 40 48 52 56 62 (2587)
5 29 36 48 52 58 66 (2642)
5 29 36 40 48 52 66 (2623)
5 9 29 52 56 58 60 (2519)
5 29 36 48 52 58 62 (2632)
5 29 36 40 48 52 62 (2619)
25 29 34 36 40 48 60 (2538)
29 36 48 52 56 60 66 (2659)
5 29 36 48 52 58 60 (2718)
3 7 29 48 52 58 60 (2567)
5 34 36 40 48 52 58 (2651)
7 36 40 56 58 62 66 (2547)
5 29 36 40 48 52 60 (2699)
5 34 36 40 48 52 56 (2503)
34 40 48 52 56 60 62 (2567)
5 34 36 40 48 52 60 (2628)
34 40 48 52 56 60 66 (2556)
5 34 36 40 48 52 62 (2549)
29 36 48 52 56 60 62 (2670)
7 9 29 36 48 52 58 (2537)
7 9 29 34 52 58 60 (2598)
29 34 36 52 56 60 62 (2641)
3 29 40 52 56 60 62 (2576)
5 7 48 52 58 60 62 (2529)
7 29 34 36 52 62 66 (2549)
5 7 48 52 58 60 66 (2563)
7 9 29 34 52 58 62 (2520)
9 29 34 48 52 58 60 (2542)
7 9 29 36 48 52 60 (2521)
29 36 40 52 56 60 66 (2713)
25 29 36 40 60 62 66 (2511)
5 7 34 40 56 58 62 (2555)
5 40 48 52 56 58 62 (2522)
29 36 40 52 56 60 62 (2748)
5 7 34 40 56 58 60 (2582)
5 7 29 36 58 60 62 (2603)
5 40 48 52 56 58 60 (2568)
29 34 36 52 56 60 66 (2624)
3 29 40 52 56 60 66 (2541)
29 34 40 56 58 62 66 (2628)
5 29 34 36 52 56 60 (2585)
5 29 34 36 52 56 62 (2550)
5 29 36 40 52 56 58 (2673)
7 25 34 40 52 58 60 (2544)
7 29 34 56 58 62 66 (2549)
3 7 36 40 52 56 58 (2508)
5 7 34 58 60 62 66 (2542)
7 36 40 48 52 56 66 (2547)
29 34 40 48 52 56 58 (2668)
25 40 52 58 60 62 66 (2575)
7 36 40 48 52 56 60 (2656)
7 29 36 52 60 62 66 (2665)
5 34 40 52 60 62 66 (2627)
7 36 40 48 52 56 62 (2593)
5 34 36 56 58 60 62 (2515)
25 29 36 40 58 62 66 (2511)
5 34 36 56 58 60 66 (2502)
5 7 40 48 58 60 66 (2554)
9 34 36 40 52 56 58 (2514)
9 29 34 36 48 52 58 (2533)
5 7 40 48 58 60 62 (2527)
7 36 40 48 52 56 58 (2679)
9 29 52 56 58 60 62 (2607)
9 36 40 48 52 58 60 (2615)
5 7 29 34 52 60 66 (2637)
9 36 40 48 52 58 62 (2521)
9 29 52 56 58 60 66 (2583)
5 7 29 34 52 60 62 (2617)
9 36 40 48 52 58 66 (2511)
3 7 29 36 40 48 60 (2525)
9 29 34 36 48 52 60 (2517)
5 7 29 36 58 60 66 (2623)
5 9 29 52 58 60 66 (2544)
5 9 29 52 58 60 62 (2531)
7 29 34 36 56 60 62 (2554)
7 29 34 36 56 60 66 (2538)
34 40 52 56 58 62 66 (2627)
5 7 29 34 36 52 66 (2540)
5 36 40 48 52 62 66 (2527)
3 29 34 36 40 58 60 (2557)
34 52 56 58 60 62 66 (2639)
5 7 29 34 36 52 60 (2630)
5 7 29 34 36 52 62 (2564)
9 29 34 40 52 56 58 (2609)
3 7 29 36 52 56 58 (2533)
29 40 42 52 56 58 60 (2512)
5 29 40 48 60 62 66 (2560)
9 29 36 40 48 60 66 (2516)
25 29 34 40 52 60 66 (2552)
5 29 34 40 48 60 66 (2583)
5 7 29 34 36 52 56 (2542)
5 7 29 34 36 52 58 (2674)
25 29 34 40 52 60 62 (2547)
5 29 34 40 48 60 62 (2556)
5 7 29 34 40 52 60 (2709)
7 9 36 40 48 52 58 (2515)
3 7 29 36 40 48 58 (2546)
5 7 29 34 40 52 62 (2650)
40 52 56 58 60 62 66 (2736)
5 7 29 34 36 40 66 (2531)
5 7 29 34 40 52 66 (2619)
9 29 34 36 40 56 58 (2517)
5 9 34 36 40 52 58 (2500)
5 29 34 40 52 60 62 (2710)
5 29 34 40 52 60 66 (2722)
3 7 29 36 40 48 52 (2537)
3 34 36 40 52 58 60 (2550)
29 34 36 48 52 58 66 (2698)
29 34 36 48 52 58 60 (2792)
29 34 36 48 52 58 62 (2691)
25 36 40 48 52 58 62 (2583)
25 36 40 48 52 58 60 (2676)
25 36 40 48 52 58 66 (2567)
25 29 36 40 48 52 56 (2526)
25 29 36 40 48 52 58 (2681)
5 7 34 36 56 58 60 (2503)
5 9 36 40 52 58 60 (2521)
25 29 34 40 48 52 58 (2565)
5 34 40 48 56 58 60 (2509)
5 7 9 40 52 58 60 (2509)
5 7 29 40 48 56 58 (2502)
5 7 40 52 56 58 66 (2548)
36 40 48 56 60 62 66 (2567)
25 29 34 48 52 58 60 (2570)
9 29 34 40 52 56 62 (2530)
9 29 34 40 52 56 60 (2573)
5 7 40 52 56 58 62 (2611)
7 29 40 48 52 62 66 (2599)
5 29 34 36 52 60 66 (2643)
5 7 40 52 56 58 60 (2639)
5 29 34 36 52 60 62 (2624)
29 34 36 40 48 52 62 (2679)
7 40 52 56 60 62 66 (2639)
29 34 36 40 48 52 66 (2678)
7 34 36 48 56 58 60 (2555)
9 29 34 36 40 52 62 (2520)
9 29 36 40 52 56 60 (2583)
9 29 34 36 40 52 60 (2589)
5 7 29 34 36 56 60 (2502)
5 7 29 34 52 56 62 (2559)
5 7 29 34 52 56 60 (2594)
5 7 29 34 52 56 66 (2504)
9 29 36 40 52 56 62 (2535)
7 25 36 40 48 58 60 (2569)
29 34 36 40 48 52 60 (2771)
29 34 36 40 48 52 58 (2794)
29 34 36 40 48 52 56 (2643)
5 7 29 34 36 56 58 (2546)
9 29 34 36 40 52 58 (2625)
3 7 29 36 40 52 60 (2604)
25 29 34 40 48 52 60 (2549)
9 29 34 36 40 52 56 (2513)
25 29 36 40 48 52 66 (2560)
3 7 29 36 40 52 62 (2533)
5 7 29 34 52 56 58 (2638)
3 5 34 40 52 58 60 (2513)
5 7 29 36 52 62 66 (2506)
3 7 29 36 40 52 66 (2504)
25 29 36 40 48 52 60 (2665)
7 34 52 56 60 62 66 (2546)
25 29 36 40 48 52 62 (2571)
29 36 56 58 60 62 66 (2650)
7 36 40 52 58 62 66 (2654)
40 48 52 56 60 62 66 (2588)
5 29 36 40 48 56 58 (2566)
7 48 52 56 58 62 66 (2505)
29 34 36 52 58 60 62 (2759)
5 34 36 40 52 60 66 (2629)
29 34 36 52 58 60 66 (2775)
5 34 36 40 52 60 62 (2617)
7 36 48 52 58 62 66 (2592)
3 7 29 36 40 52 56 (2508)
5 29 34 40 52 56 66 (2573)
5 29 34 40 52 56 60 (2664)
3 7 29 36 40 52 58 (2637)
5 29 34 40 52 56 62 (2636)
5 7 25 29 40 52 58 (2506)
5 25 29 34 52 58 60 (2529)
5 29 36 40 48 56 60 (2543)
5 9 29 40 52 60 62 (2521)
25 29 36 40 52 56 62 (2513)
25 29 36 40 52 56 60 (2563)
7 29 36 48 60 62 66 (2599)
5 7 9 29 34 52 58 (2508)
25 29 36 40 52 56 58 (2589)
7 9 29 52 56 60 62 (2514)
9 29 40 52 58 62 66 (2573)
3 7 36 40 52 60 62 (2500)
3 7 29 34 40 58 62 (2514)
7 29 34 52 58 62 66 (2646)
25 29 34 36 40 52 58 (2610)
34 36 40 48 60 62 66 (2580)
7 25 29 48 58 60 66 (2501)
5 9 29 40 52 60 66 (2528)
29 36 52 56 58 62 66 (2645)
5 48 52 58 60 62 66 (2566)
5 7 29 34 40 60 62 (2615)
5 7 29 34 40 60 66 (2628)
3 7 29 34 40 58 60 (2576)
36 40 48 52 60 62 66 (2692)
29 34 48 58 60 62 66 (2614)
25 29 34 36 40 52 62 (2508)
9 29 34 40 48 52 58 (2539)
3 5 29 40 52 58 62 (2524)
5 7 9 29 34 40 58 (2500)
25 29 34 36 40 52 60 (2584)
3 5 29 40 52 58 66 (2501)
3 5 29 40 52 58 60 (2576)
7 29 34 36 52 58 66 (2668)
7 29 52 56 60 62 66 (2649)
29 40 42 52 58 60 66 (2581)
9 29 34 40 48 52 60 (2523)
7 29 34 36 52 58 62 (2695)
7 9 29 36 56 58 60 (2516)
7 29 34 36 52 58 60 (2776)
29 40 42 52 58 60 62 (2546)
25 34 36 52 58 60 66 (2510)
3 7 36 40 52 60 66 (2504)
7 29 36 40 58 60 66 (2780)
5 7 29 36 40 58 60 (2693)
25 40 48 52 58 60 66 (2586)
5 7 29 36 40 58 62 (2634)
25 40 48 52 58 60 62 (2585)
3 40 52 56 58 60 66 (2541)
25 29 40 48 56 58 60 (2531)
3 40 52 56 58 60 62 (2576)
5 7 29 36 40 58 66 (2603)
36 40 52 56 58 60 62 (2761)
5 7 52 58 60 62 66 (2605)
3 29 36 52 56 58 62 (2530)
3 7 29 36 40 56 58 (2512)
34 36 40 52 60 62 66 (2648)
3 29 36 52 56 58 60 (2573)
3 7 29 36 56 58 60 (2503)
36 40 52 56 58 60 66 (2720)
5 7 29 34 36 48 60 (2547)
3 5 29 36 52 58 60 (2503)
5 29 34 40 56 62 66 (2510)
25 29 34 36 48 52 58 (2569)
3 29 36 40 48 58 60 (2599)
29 36 48 56 58 60 62 (2675)
5 7 29 40 52 62 66 (2590)
29 34 40 58 60 62 66 (2750)
5 7 29 34 36 48 58 (2571)
29 36 48 56 58 60 66 (2663)
29 40 52 58 60 62 66 (2858)
5 7 29 34 36 48 52 (2563)
3 29 36 40 48 58 62 (2516)
7 29 36 40 58 60 62 (2777)
25 29 34 36 48 52 60 (2552)
34 36 48 52 60 62 66 (2583)
3 29 36 40 48 58 66 (2513)
5 7 36 40 56 58 60 (2547)
5 7 36 40 56 58 62 (2519)
29 36 40 56 58 60 66 (2717)
5 29 34 36 58 62 66 (2546)
29 36 40 56 58 60 62 (2753)
25 29 36 40 48 60 66 (2570)
29 34 36 48 52 62 66 (2579)
25 29 36 40 48 60 62 (2564)
7 25 29 36 40 60 62 (2507)
5 29 40 48 52 60 66 (2649)
7 36 40 52 56 62 66 (2542)
5 29 40 48 52 60 62 (2621)
25 29 40 48 52 56 58 (2544)
7 25 29 36 40 60 66 (2506)
29 34 36 48 58 60 66 (2707)
25 29 40 48 52 56 60 (2528)
9 29 34 36 56 58 60 (2500)
5 29 34 40 52 56 58 (2707)
5 7 29 52 60 62 66 (2603)
29 34 36 48 58 60 62 (2676)
7 29 36 56 58 62 66 (2557)
3 29 40 56 58 60 66 (2545)
29 34 36 40 48 60 62 (2664)
3 29 40 56 58 60 62 (2580)
25 36 52 58 60 62 66 (2524)
25 29 36 52 58 60 66 (2630)
7 9 29 34 40 58 62 (2518)
29 34 36 40 48 60 66 (2687)
7 9 29 34 40 58 60 (2586)
25 29 36 52 58 60 62 (2623)
29 34 36 40 60 62 66 (2653)
29 40 52 56 58 60 66 (2809)
7 29 34 48 52 60 62 (2585)
7 29 34 48 52 60 66 (2618)
25 29 36 48 58 60 62 (2579)
5 7 29 34 58 62 66 (2540)
3 7 34 52 58 60 66 (2504)
25 29 36 48 58 60 66 (2593)
5 7 36 48 52 60 66 (2538)
29 40 52 56 58 60 62 (2845)
5 29 34 40 58 62 66 (2632)
5 7 36 48 52 60 62 (2503)
29 36 42 48 52 58 60 (2508)
7 29 34 40 52 58 62 (2780)
7 29 34 40 52 58 60 (2851)
7 29 34 40 52 58 66 (2744)
5 9 29 34 52 58 62 (2510)
5 25 29 34 40 52 58 (2538)
5 9 29 34 52 58 60 (2574)
5 34 36 40 48 56 58 (2507)
7 9 29 40 56 58 60 (2591)
7 9 29 40 56 58 62 (2544)
7 29 48 52 58 60 66 (2742)
9 29 36 40 52 56 58 (2619)
7 29 40 48 56 60 62 (2593)
5 25 29 34 40 52 60 (2512)
7 34 36 52 60 62 66 (2551)
7 29 40 48 56 60 66 (2574)
7 36 40 48 52 60 66 (2697)
3 7 29 40 48 52 58 (2563)
7 36 40 48 52 60 62 (2681)
5 34 36 48 52 58 60 (2645)
25 29 52 56 58 60 66 (2539)
25 29 48 52 56 58 60 (2551)
5 34 36 48 52 58 66 (2569)
7 34 36 40 48 58 66 (2581)
7 34 36 40 48 58 60 (2673)
5 34 36 48 52 58 62 (2560)
7 34 36 40 48 58 62 (2582)
25 29 40 52 56 58 60 (2628)
40 48 56 58 60 62 66 (2593)
7 25 29 40 52 58 62 (2590)
3 7 29 40 48 52 60 (2542)
36 40 48 52 56 58 62 (2695)
5 7 29 58 60 62 66 (2614)
25 29 40 52 56 58 62 (2579)
3 29 34 40 58 60 62 (2555)
36 40 48 52 56 58 66 (2643)
7 25 29 40 52 58 60 (2673)
25 29 52 56 58 60 62 (2566)
3 29 34 40 58 60 66 (2563)
25 29 40 52 56 58 66 (2516)
36 40 48 52 56 58 60 (2755)
7 25 29 40 52 58 66 (2561)
5 29 36 40 52 60 62 (2687)
29 34 40 48 56 58 60 (2649)
7 25 29 52 58 60 62 (2578)
29 34 40 48 56 58 62 (2592)
7 25 29 52 58 60 66 (2585)
29 34 40 48 56 58 66 (2556)
5 29 36 40 52 60 66 (2700)
34 36 52 56 58 62 66 (2542)
29 34 48 52 56 58 62 (2599)
29 34 48 52 56 58 60 (2666)
5 7 36 48 52 58 60 (2613)
3 5 29 52 58 60 62 (2504)
5 29 34 36 58 60 62 (2633)
3 5 29 52 58 60 66 (2521)
9 29 34 40 56 58 62 (2535)
7 9 29 34 36 52 60 (2502)
7 25 29 34 36 52 58 (2526)
5 7 36 48 52 58 62 (2527)
5 29 34 36 58 60 66 (2651)
29 34 48 52 56 58 66 (2572)
9 29 36 40 56 58 62 (2540)
5 7 36 48 52 58 66 (2537)
9 29 36 40 56 58 60 (2587)
25 29 36 52 56 58 60 (2586)
5 34 48 52 58 60 66 (2595)
25 29 36 52 56 58 62 (2527)
9 29 34 40 56 58 60 (2577)
5 34 48 52 58 60 62 (2562)
5 29 48 52 58 60 66 (2668)
5 29 48 52 58 60 62 (2634)
3 29 40 58 60 62 66 (2576)
7 9 29 34 36 52 58 (2538)
29 36 40 56 60 62 66 (2636)
5 29 34 36 40 60 66 (2634)
7 34 48 52 58 60 66 (2619)
5 29 34 36 40 60 62 (2622)
7 34 48 52 58 60 62 (2587)
7 34 40 58 60 62 66 (2645)
7 36 40 48 58 60 62 (2692)
7 36 40 48 58 60 66 (2707)
5 7 29 48 52 58 62 (2550)
7 25 29 34 36 40 52 (2504)
5 7 29 48 52 58 60 (2636)
25 29 34 40 48 58 60 (2556)
7 9 29 34 40 56 58 (2523)
7 29 40 58 60 62 66 (2758)
36 48 52 56 60 62 66 (2576)
7 9 34 36 40 52 58 (2518)
25 36 40 52 56 58 62 (2525)
9 29 34 36 58 60 62 (2501)
7 29 40 52 58 60 62 (2863)
29 36 40 42 48 52 58 (2503)
9 29 34 36 58 60 66 (2510)
3 36 48 52 58 60 62 (2501)
7 29 40 52 58 60 66 (2866)
5 25 29 36 40 52 58 (2547)
25 36 40 52 56 58 60 (2574)
5 7 29 48 52 58 66 (2561)
3 36 48 52 58 60 66 (2528)
5 34 56 58 60 62 66 (2525)
5 7 40 48 52 58 66 (2543)
7 29 34 36 40 60 66 (2657)
25 40 52 56 58 60 66 (2524)
5 7 29 36 40 48 66 (2527)
5 7 40 48 52 58 62 (2540)
25 40 52 56 58 60 62 (2564)
5 7 40 48 52 58 60 (2619)
5 7 29 36 40 48 60 (2602)
3 29 34 52 58 60 66 (2577)
5 29 40 58 60 62 66 (2708)
3 7 29 34 52 60 66 (2504)
7 29 34 36 40 60 62 (2648)
5 7 29 36 40 48 62 (2522)
7 29 34 36 58 60 66 (2677)
7 29 34 36 58 60 62 (2660)
3 29 34 52 58 60 62 (2560)
5 7 29 34 48 58 60 (2572)
25 34 40 52 56 58 60 (2513)
7 25 29 34 36 40 58 (2511)
5 7 29 40 56 60 66 (2552)
7 9 29 36 40 52 62 (2514)
7 25 29 36 40 52 58 (2634)
5 7 34 36 52 58 60 (2631)
7 9 29 36 40 52 60 (2591)
3 5 29 40 58 60 62 (2500)
5 7 29 40 56 60 62 (2569)
5 36 48 52 58 60 62 (2613)
3 5 29 40 58 60 66 (2510)
5 7 34 40 52 56 58 (2621)
5 7 29 36 40 48 58 (2625)
